Index,subindex,Cluster,Name,Country,MW install,PG,D,WT densi,AreaR_Afarm,Ht,A,Href,Nt,lambda,k,Average wind speed,Nrowscale parameter,Nturb_effective,Nturb_frontal_area,CF,Wind farm density,Year production TWh/year,Source power,Coordinates,k_ref,A_ref,A_h,lat,lon,lat2,lon2,Area,Nwt_rows,Nwt_row_wf_neighbors,Cf_Free,Cf_Inf,Cf_Model,U_Free,U_Inf,U_Model,G_Model,U_rated,Phi_Model,Phi_Model_redo,Phi_Model_a5p3,Cf_Model_redo,Cf_Model_a5p3
36,1,0,Princess Amalia,NL,120.0,2.0,80.0,398,0.0207,80.0,14.6,100,60,10.6,2.4,9.39671034215981,2.5,60,11.0,43.0030624782234,8.22,0.45,Dutch sheet,52°35′22″N 4°12′23″E,2.2790746688842773,10.590628450366298,10.419572126884884,52.589444444444446,4.206388888888889,52.58754833333334,4.224013333333333,13.84564120977943,9.399539953995399,9.399539953995399,0.5564078896277451,0.34319909245624547,0.4409197911598495,9.396710342159814,7.052785537277036,8.127084367473781,11.539060513400779,11.219290807057796,1.3951457584719988,1.4216620289752326,1.308693849144399,0.42670178443777934,0.48908232044836897
37,2,0,Luchterduinen,NL,129.0,3.0,112.0,305,0.0169,81.0,25.0,100,43,10.6,2.4,9.39671034215981,2.5,43,10.0,43.0030624782234,5.16,0.49,Dutch sheet,52°25′0″N 4°10′0″E,2.2931203842163086,10.481425322689928,10.321557415934794,52.416666666666664,4.166666666666667,52.40455813953488,4.163044186046512,15.144648405519337,10.3776,10.3776,0.6180563519499516,0.4403659230518515,0.5436743119460957,9.396710342159814,7.350311911978549,8.54007839226976,11.527853039378378,10.262278609609961,1.215275177613048,1.2087302198865517,1.1482002731145244,0.5475752367107425,0.5839828658062137
38,0,5,Borssele I-II,NL,752.0,8.0,167.0,365,0.016,116.0,128.3,100,94,10.6,2.4,9.39671034215981,2.5,94,8.0,41.0068331228343,5.86,2.7,Dutch sheet,51°38′24″N 3°4′12″E,2.344485282897949,10.5030007797996,10.615834498318705,51.64,3.0700000000000003,51.69128404255319,3.068708510638298,132.85841945788752,19.940405959404064,13.73192680731927,0.5766300539646534,0.4035447798965252,0.44037143395357375,9.396710342159814,7.437340221238838,7.854227465406085,11.212713896602786,10.903545650547176,1.3961589345415955,1.3481865254720096,1.2928756381727062,0.46675739465525745,0.4981624093133738
39,0,5,Norther,BE,370.0,8.0,164.0,379,0.0211,98.0,44.0,100,44,10.6,2.4,9.39671034215981,2.5,44,6.0,38.5968159940763,8.41,1.25,Belgium wind farms sheet,51°31′41″N 3°01′55″E,2.373847007751465,10.4228748272556,10.407633241455443,51.528055555555554,3.0319444444444446,51.525899999999986,3.0124886363636363,35.45831779879552,10.385299999999999,7.8468,0.5681200023851037,0.36785661001695463,0.4149111724598539,9.396710342159814,7.175685548154933,7.93285306484862,11.358572580304443,11.03611358406523,1.404024081658314,1.365491151537422,1.2419473120669031,0.4349028715423131,0.5021880059907473
40,0,5,Thortonbank,BE,325.0,6.01851851851852,126.0,483,0.0339,95.0,19.84,100,54,10.6,2.4,9.39671034215981,2.5,54,11.0,32.9352534831987,16.38,0.94,Belgium wind farms sheet,51°33′06″N 2°58′01″E,2.369521141052246,10.477529647643347,10.43862938330523,51.55166666666666,2.9669444444444446,51.5503537037037,2.9503185185185186,27.943224066869796,9.5475,5.121599999999999,0.5094569577501672,0.24845969883245053,0.3813749695775841,9.396710342159814,6.540533994160855,7.9950682050721715,11.385867878700717,11.96551975923697,1.5101791404420937,1.6660347943879537,1.4029597442288697,0.3103450488913847,0.43670100859086186
41,0,5,Rentel,BE,309.0,7.35,154.0,395,0.0344,119.0,22.72,100,42,10.6,2.4,9.39671034215981,2.5,42,6.0,35.4657090925212,13.6,0.96,Belgium wind farms sheet,51°35′28″N 2°56′38″E,2.351212501525879,10.523432166208039,10.65593438680428,51.59111111111111,2.943888888888889,51.59100714285715,2.945011904761905,22.551462955163622,7.891710828917109,3.7726227377262274,0.5583853272202679,0.3090441795172802,0.3977080898098343,9.396710342159814,6.702985723041188,7.665030203949982,11.190943223704615,11.188298133126844,1.4767440395242903,1.5438834303286266,1.2673654322457935,0.3646820420620173,0.5124592868995801
42,0,5,Northwind,BE,216.0,3.0,112.0,305,0.0489,71.0,14.5,100,72,10.6,2.4,9.39671034215981,2.5,72,13.0,37.963667625007,14.9,0.72,Belgium wind farms sheet,51°37′00″N 2°54′00″E,2.3454198837280273,10.560596204388366,10.298796118063068,51.61666666666667,2.9,51.61996388888889,2.9025402777777773,12.951521391340407,12.115400000000001,6.893000000000002,0.6180563519499516,0.27457653814171135,0.42961950965237533,9.396710342159814,5.843099819050543,7.447160084878945,11.64781865568022,10.262278609609961,1.4161776029500917,1.5613345090139352,1.3086317754141206,0.356785092189635,0.4891178047060192
43,0,5,Nobelwind,BE,165.0,3.3,112.0,335,0.0249,79.0,19.8,100,50,10.6,2.4,9.39671034215981,2.5,50,8.0,39.8159678981597,8.33,0.58,Belgium wind farms sheet,51°39′47″N 2°50′02″E,2.34055233001709,10.611088878256682,10.43004087274955,51.66305555555555,2.833888888888889,51.660762000000005,2.820989999999999,32.87101057842534,13.161700000000002,8.335,0.5966159984853584,0.3644019672015847,0.45728757971509415,9.396710342159814,6.8557116865556464,7.872111114864738,11.55043048281963,10.593546147973578,1.3652281079696653,1.358206040640991,1.2240559294450535,0.4611771647390974,0.5384540903814514
44,0,5,Belwind Phase 1,BE,171.0,3.0,90.0,472,0.021,72.0,17.0,100,56,10.6,2.4,9.39671034215981,2.5,56,9.0,33.3713109087618,10.06,0.5,Belgium wind farms sheet,51°40′0″N 2°48′0″E,2.3418359756469727,10.619710159849724,10.367195570328182,51.666666666666664,2.8,51.669382142857145,2.8026267857142857,12.072948683177264,13.338667733546709,1.4665933186637328,0.5151978963468894,0.29835204540193017,0.37871484541701184,9.396710342159814,7.003852437681409,7.965268524811167,11.634970750027021,11.8730093529738,1.5018810545165542,1.6607788953991036,1.3749511877050287,0.3070662497008362,0.44400282579457295
45,0,5,Northwester 2,BE,219.0,9.5,164.0,450,0.0405,105.0,12.0,100,23,10.6,2.4,9.39671034215981,2.5,23,3.0,31.4839140134693,18.25,0.6,Belgium wind farms sheet,51°41′15″N 2°44′56″E,2.3381242752075195,10.636852827761107,10.674417403716165,51.6875,2.748888888888889,51.68673913043479,2.753221739130434,9.618694611317114,8.164283571642835,4.76982301769823,0.5268305749183835,0.26864275400007076,0.3520288766641335,9.396710342159814,6.594050909073883,7.507961568892849,11.298452054113632,11.686757549474825,1.5697995698976284,1.4680910140793533,1.2437073320266518,0.40158360393959575,0.5256277653866063
46,0,5,Seamade Mermaid,BE,235.0,8.4,167.0,383,0.0367,109.0,16.7,100,28,10.6,2.4,9.39671034215981,2.5,28,6.0,38.1327115515399,14.07,0.79,Source files Belgium,51°42′15″N 2°40′56″E,2.3402223587036133,10.652516641644228,10.718964373669388,51.70416666666667,2.6822222222222223,51.71739999999999,2.7379428571428575,15.59766548189065,8.05949405059494,7.335966403359664,0.5651599253586416,0.31290038818928845,0.4484207361083368,9.396710342159814,6.676318151431765,8.133671070469235,11.266129214142929,11.08232407558059,1.3820566048059055,1.327956126396164,1.1793833875944881,0.47853654716489685,0.5656409125291596
47,0,5,Seamade Seastar,BE,252.0,8.4,167.0,383,0.0336,109.0,19.54,100,30,10.6,2.4,9.39671034215981,2.5,30,4.0,34.7146722717499,12.9,0.77,Source files Belgium,51°38′47″N 2°52′00″E,2.3441686630249023,10.588842418270156,10.65489296643032,51.646388888888886,2.8666666666666667,51.63369000000001,2.861963333333333,16.624976635372168,8.812081208120812,4.857285728572857,0.5651599253586416,0.32227100153761334,0.4032339761446227,9.396710342159814,6.765875963657214,7.6428207314276015,11.266129214142929,11.08232407558059,1.4666613959433807,1.433233392177372,1.1924697027509654,0.42058607681297167,0.5573008133669916
48,0,0,Rampion,UK,400.0,3.45,116.0,326,0.017,80.0,72.0,100,116,10.56,2.4,9.36125105784978,2.5,116,16.0,42.2588470319635,5.56,1.48,Uk wind farms sheet,50°40′00″N 0°16′00″W,2.321772575378418,10.378585525402512,10.210954049023849,50.666666666666664,-0.26666666666666666,50.66966637931036,-0.2783163793103448,61.24072942077247,12.483199999999998,12.483199999999998,0.5998926095471945,0.40302459543102837,0.4711455725988212,9.361251057849778,7.159215858032399,7.918538311708773,11.492747089893701,10.503074278198593,1.3407705298973378,1.3675799026503876,1.289859931694847,0.45621687422037815,0.5001518483922472
49,0,0,Thanet,UK,300.0,3.0,90.0,472,0.0182,70.0,35.0,100,100,10.6,2.4,9.39671034215981,2.5,100,17.0,32.8210982320571,8.57,0.86,Uk wind farms sheet,51°26′0″N 1°38′0″E,2.476738929748535,10.36201467858992,10.094498614737484,51.43333333333333,1.6333333333333333,51.43040499999999,1.63215,26.911453910927577,15.769699999999998,15.769699999999998,0.5151978963468894,0.3050446090944964,0.3943597561767634,9.396710342159814,7.072295854109923,8.060171973931153,11.660876894898145,11.8730093529738,1.484126807179718,1.497018948692595,1.4411654040583057,0.3878959664440979,0.41642585133826465
50,0,0,London Array,UK,630.0,3.6,120.0,318,0.0162,87.0,122.0,100,175,10.57,2.4,9.37011587892729,2.5,175,20.0,40.7226208596072,5.16,2.25,Uk wind farms sheet,51°38′38″N 1°33′13″E,2.4725141525268555,10.380841868598907,10.276201689488776,51.64388888888889,1.553611111111111,51.627876,1.4972548571428572,106.41028080200006,15.37706229377062,15.37706229377062,0.606247560578853,0.4149418885071511,0.46960065195620876,9.370115878927287,7.212615281881772,7.829044000547064,11.429280316751273,10.415066986218795,1.3431053586055233,1.3658092998282527,1.304317320891755,0.45696644902998274,0.49158704088710337
51,0,0,Gunfleet Sand,UK,172.8,3.6,107.0,400,0.0317,75.0,13.6,100,48,10.62,2.4,9.41443998431483,2.5,48,9.0,35.4702480844033,12.71,0.54,Uk wind farms sheet,51°43′0″N 01°12′50″E,2.5206727981567383,10.191404438717177,9.97918757291092,51.71666666666667,1.2138888888888888,51.7303125,1.2315229166666668,14.784065629115176,11.345,11.345,0.5562821396923041,0.2891625442659227,0.414374854622039,9.414439984314832,6.542840582852338,7.888902761720126,11.620905423867951,11.242434856823206,1.445094507817208,1.383960794025559,1.3009709358171724,0.44699961770927155,0.4935061249468726
52,0,6,Galloper,UK,353.0,6.3,154.0,338,0.006,103.0,174.0,100,56,10.7,2.4,9.48535855293491,2.5,56,5.0,46.0178250352491,2.03,1.42,Uk wind farms sheet,51°52′48″N 2°2′24″E,2.3947439193725586,10.696440050288656,10.71932548436715,51.88,2.04,51.89817857142857,2.0392410714285716,121.91102722756877,12.962796279627964,8.647664766476648,0.6008148382878092,0.5166109016235998,0.5351030767850212,9.485358552934906,8.427424109462958,8.663570173277522,11.428738286992143,10.627923847728507,1.2291947168645616,1.2061448984077456,1.1609907295031827,0.5488072603381559,0.5759212046998905
53,0,6,Greater Gabbard,UK,504.0,3.6,107.0,400,0.0086,77.5,147.0,100,140,10.7,2.4,9.48535855293491,2.5,140,12.0,40.2343724261532,3.43,1.78,Uk wind farms sheet,51°56′0″N 1°53′0″E,2.429959297180176,10.647010192681611,10.450575875726976,51.93333333333333,1.8833333333333333,51.87720071428571,1.940524285714286,149.8615512205025,16.9694,10.789000000000001,0.5616388385943818,0.4310769648277318,0.45905450920629964,9.485358552934906,7.953915757141976,8.282082052064126,11.683916442569393,11.242434856823206,1.3620342125719533,1.3671409777734724,1.3078587980707117,0.45623110868609584,0.489559774080914
54,0,0,East Anglia One,UK,714.0,7.0,154.0,376,0.0063,90.0,300.0,100,102,10.75,2.4,9.52968265832245,2.5,102,16.0,45.2677265731255,2.38,2.83,Uk wind farms sheet,52°14′04″N 02°29′18″E,2.3073530197143555,10.784472306329626,10.702227241369837,52.23444444444444,2.4883333333333333,52.23592941176471,2.503319607843137,139.17504087979898,10.184400000000002,10.184400000000002,0.5798032302306103,0.48159458480081263,0.5201077790870078,9.529682658322454,8.327642931192152,8.799031027320083,11.60582509648921,11.007810150154741,1.2551422460220873,1.2791348459566076,1.2330353562614573,0.506109195793833,0.5331323407556448
55,0,0,Lincs,UK,270.0,3.6,120.0,318,0.0242,100.0,35.0,100,75,11.0,2.4,9.75130318526019,2.5,75,8.0,41.3354755059474,7.71,0.98,Uk wind farms sheet,53°11′0″N 0°29′0″E,2.5168848037719727,10.650983020228699,10.650983020228699,53.18333333333333,0.48333333333333334,53.191321333333335,0.4921653333333333,35.29465269756541,18.33576642335766,11.137786221377862,0.6326949435987623,0.4101968657358563,0.46952968649929794,9.751303185260184,7.167297100472417,7.8563653682608185,11.796673016752628,10.415066986218795,1.343231987725134,1.3021991102842434,1.210761374423917,0.49280139993267413,0.5463637503930788
56,0,0,Lynn and Inner Dowsing,UK,194.0,3.6,107.0,400,0.0286,80.0,17.0,100,54,11.0,2.4,9.75130318526019,2.5,54,8.0,34.851816732907,11.41,0.59,Uk wind farms sheet,53°07′39″N 0°26′10″E,2.5575265884399414,10.644481729315947,10.472555585507276,53.1275,0.4361111111111111,53.16282222222221,0.44837407407407404,22.731711524767164,9.4758,7.861800000000001,0.5811287839312179,0.3264323973274531,0.4216319478140616,9.751303185260184,6.904026200764934,7.958573199681825,12.002761962211997,11.242434856823206,1.4328945226415408,1.4359947513426872,1.2722180549222089,0.41999900263025874,0.511181087403512
57,0,0,Humber Gateway,UK,219.0,3.0,112.0,305,0.0205,80.0,35.0,100,73,11.1,2.4,9.83995139603528,2.5,73,10.0,42.6974520964951,6.26,0.82,Uk wind farms sheet,53°38′38″N 0°17′35″E,2.5506582260131836,10.73239362943807,10.559047561732,53.64388888888889,0.29305555555555557,53.64386301369863,0.29283561643835615,20.69984957799043,11.306361272254453,11.306361272254453,0.6479913777949672,0.4386680610351544,0.5103541284186519,9.839951396035277,7.333808766132682,8.192076759880708,12.118845796523962,10.262278609609961,1.2718318347938269,1.255805320571182,1.1738096941674758,0.5197189186376544,0.5685150990160321
58,0,0,Westermost Rough,UK,210.0,6.0,154.0,322,0.0186,100.0,35.0,100,35,11.1,2.4,9.83995139603528,2.5,35,8.0,47.5258596589321,6.0,0.87,Uk wind farms sheet,53°48′18″N 0°8′56″E,2.545050621032715,10.69513643968626,10.69513643968626,53.805,0.14888888888888888,53.80544857142858,0.14943428571428571,32.52898207705437,11.0,11.0,0.6359899806819628,0.4612704805100325,0.5611101948939926,9.839951396035277,7.699693185034661,8.922697830587817,11.91077122464685,10.456475740462032,1.1861210756674203,1.1241831225932357,1.0925427760468247,0.5985500877879777,0.6177953052016399
59,0,0,Sheringham Shoal,UK,317.0,3.6,107.0,400,0.0226,80.0,35.0,100,88,11.0,2.4,9.75130318526019,2.5,88,16.0,37.8804247478894,9.06,1.05,Uk wind farms sheet,53°07′0″N 1°08′0″E,2.489047050476074,10.744246981505738,10.57070946238249,53.11666666666667,1.1333333333333333,53.13560454545454,1.1474363636363636,32.180785259969895,17.0,17.0,0.5811287839312179,0.3487192558555358,0.45407328800609453,9.751303185260184,7.121342905953173,8.316779356811066,12.002761962211997,11.242434856823206,1.3705348821190875,1.3585927668220734,1.3246052554638463,0.46067166577480473,0.4797235764273894
60,0,0,Dudgeon,UK,402.0,6.0,154.0,322,0.0227,110.0,55.0,100,67,11.05,2.4,9.79562729064773,2.5,67,12.0,45.6242380184314,7.31,1.61,Uk wind farms sheet,53°15′00″N 1°23′00″E,2.490241050720215,10.949545505612532,11.025084020569112,53.25,1.3833333333333333,53.26677313432835,1.3775194029850748,50.491272773123846,17.332466753324663,17.332466753324663,0.6330635718973433,0.42593715848874575,0.5186803286716999,9.795627290647731,7.347658560924237,8.443763927361772,11.767349216118955,10.456475740462032,1.2575772100281069,1.1881487554124335,1.1878850434277706,0.5598928179715776,0.5600511083282522
61,0,0,Race Bank,UK,573.0,6.0,154.0,322,0.0226,100.0,75.0,100,91,11.1,2.4,9.83995139603528,2.5,91,15.0,43.6061105931292,7.64,2.19,Uk wind farms sheet,53°16′30″N 0°50′30″E,2.488675117492676,10.898281282742348,10.898281282742348,53.275,0.8416666666666667,53.275853846153844,0.8421538461538461,57.12633767785882,18.032403240324033,18.032403240324033,0.6359899806819628,0.4195086640840872,0.48474699271279864,9.839951396035277,7.285306728164749,8.338044881978458,11.91077122464685,10.456475740462032,1.2746437032321518,1.2438396991210787,1.2218168913552776,0.5019317740196314,0.5143488920244654
62,0,0,Triton Knoll,UK,857.0,9.5,164.0,450,0.0131,105.0,145.0,100,90,11.1,2.4,9.83995139603528,2.5,90,16.0,40.1741233889058,5.91,3.02,Uk wind farms sheet,53°30′00″N 0°48′0″E,2.4608144760131836,11.003863801500819,11.042724495003297,53.5,0.8,53.47697555555555,0.8392833333333332,132.00124157076016,24.58394160583942,23.33546645335467,0.5601715022973622,0.401411297475273,0.47086993835910423,9.839951396035277,7.948946425266837,8.789393043482363,11.866194577205198,11.686757549474825,1.3388806634205745,1.282219093183809,1.3069044306035718,0.5031438925239275,0.48896194018406075
63,0,7,Hornsea 1,UK,1218.0,7.0,154.0,376,0.008,113.0,407.0,100,174,11.22,2.4,9.94632924896539,2.5,174,20.0,45.4301347369368,2.99,4.85,Uk wind farms sheet,53°53′06″N 01°47′28″E,2.33872127532959,11.27982083369969,11.37960672247046,53.885,1.791111111111111,53.883018965517245,1.9192241379310349,405.50881117960154,27.680731926807315,20.98700129987001,0.6091665092040003,0.4965954015560665,0.528943420995128,9.94632924896539,8.49632750005601,8.912994646769558,11.935440113628529,11.007810150154741,1.2401243666551263,1.2374205284313373,1.2183818959902875,0.5305397978568567,0.5418255678859131
64,0,7,Hornsea 2,UK,1386.0,8.0,164.0,379,0.0075,118.0,462.0,100,165,11.22,2.4,9.94632924896539,2.5,165,16.0,42.227559350847,3.0,5.13,Uk wind farms sheet,53°55′12″N 01°33′36″E,2.37252140045166,11.311084239817129,11.44659481314492,53.919999999999995,1.56,53.93750545454545,1.6592830303030304,386.6551633475151,23.703229677032297,19.896410358964104,0.6074354555513718,0.5006024255904773,0.5014298494710795,9.94632924896539,8.564110926614799,8.899194137606303,11.896131244043401,11.03611358406523,1.2442661001332267,1.2335829069743487,1.2135828049832442,0.5074365641120485,0.518744960127931
65,0,8,Moray East,UK,950.0,9.5,164.0,450,0.0072,105.0,295.0,100,100,11.4,2.4,10.1058960283606,2.5,100,12.0,40.4942879178428,3.22,3.37,Uk wind farms sheet,58°25′17″N 2°40′12″W,2.264115333557129,11.43101212395938,11.471381313053824,58.421388888888885,-2.67,58.182537999999994,-2.72409,227.19347021265494,16.3955,13.1091,0.5790039633585209,0.47371895568739,0.5053044579887292,10.105896028360554,8.749057268422343,9.156108871846605,12.207576938406593,11.686757549474825,1.2805221542666279,1.2754938460304015,1.2391474542766687,0.5082237480389306,0.5295200097530893
66,0,8,Beatrice extension,UK,588.0,7.0,154.0,376,0.0119,100.0,131.0,100,84,11.06,2.4,9.80449211172524,2.5,84,13.0,43.4627536598462,4.49,2.24,Uk wind farms sheet,58°30′17″N 02°50′12″W,2.2515974044799805,11.291821146765633,11.291821146765631,58.50472222222222,-2.836666666666667,58.25693333333332,-2.8847904761904757,87.74976279937319,11.589,8.4043,0.5994320951339369,0.45238948586622774,0.5092809715948056,9.80449211172524,8.01082311857145,8.704802161963444,11.865124562151333,11.007810150154741,1.2736757594721193,1.3085422982554573,1.2257969707388934,0.4891689561361267,0.5374209049845942
67,0,9,Walney Extension,UK,659.0,7.6,159.0,383,0.0122,115.5,142.0,100,87,11.15,2.4,9.88427550142282,2.5,87,13.0,45.2270322843924,4.64,2.61,Uk wind farms sheet,54°5′17″N 3°44′17″W,2.221991539001465,11.089158156449225,11.204821743257645,54.088055555555556,-3.7380555555555555,54.08965172413794,-3.752416091954023,107.54259496108048,17.166600000000003,13.895100000000001,0.6007902924289146,0.45670812041624914,0.5122362757304284,9.884275501422824,8.106183319118475,8.770413128497358,11.8364889522581,11.075291846173362,1.2715264991727406,1.2651715450035803,1.2238464558428812,0.5159546233650296,0.5403764265169746
68,0,9,West of Duddon Sands,UK,389.0,3.6,120.0,318,0.0182,90.0,67.0,100,108,11.15,2.4,9.88427550142282,2.5,108,12.0,44.28610742658,5.81,1.51,Uk wind farms sheet,53°54′00″N 3°28′0″W,2.1884984970092773,10.964200597146961,10.88058487959208,53.9,-3.466666666666667,53.98495740740741,-3.4641333333333333,60.39642544689274,18.887700000000002,15.4067,0.6414376848504123,0.44534183346541895,0.49955593007952237,9.884275501422824,7.5090502594336614,8.168835025296167,12.065684476453889,10.415066986218795,1.2900141082251162,1.2633933058445512,1.2124632063218888,0.5150118622960244,0.5450689083404535
69,0,9,Walney 1,UK,183.6,3.6,107.0,400,0.0164,83.5,28.0,100,51,11.15,2.4,9.88427550142282,2.5,51,4.0,39.025842029692,6.56,0.63,Uk wind farms sheet,53°58′38″N 3°27′27″W,2.1853456497192383,10.88234747684767,10.740308312526992,53.977222222222224,-3.4575,54.04142549019608,-3.5108254901960776,23.408840635509197,12.502799999999997,4.3431999999999995,0.5905238908188115,0.40914583025207485,0.4447101558533958,9.884275501422824,7.7258619125477415,8.149080246209174,12.13624574922041,11.242434856823206,1.38816236058222,1.3825651849065104,1.2151391953578845,0.44776157498998914,0.5437552757744254
70,0,9,Walney 2,UK,183.6,3.6,120.0,318,0.0128,90.0,45.0,100,51,11.15,2.4,9.88427550142282,2.5,51,5.0,44.1916365734523,4.08,0.71,Uk wind farms sheet,54°4′52″N 3°36′18″W,2.2233266830444336,10.968746182463267,10.885095799145518,54.08111111111111,-3.605,54.079911764705884,-3.6001352941176474,39.095777187614424,12.122399999999999,4.1754,0.6414376848504123,0.4960100417854372,0.5316540719484213,9.884275501422824,8.032514549113326,8.48637750681562,12.065684476453889,10.415066986218795,1.2355348962547565,1.2454981546655033,1.1153160867485645,0.5257756584939419,0.6039389408784772
71,0,0,Gwynt y Môr,UK,576.0,3.6,107.0,400,0.018,98.0,80.0,100,160,10.8,2.4,9.57400676371,2.5,160,8.0,34.0582984525621,7.2,1.72,Uk wind farms sheet,53°27′00″N 3°35′00″W,2.025876045227051,10.446957846272262,10.431681043374446,53.45,-3.5833333333333335,53.458451874999994,-3.5855006249999994,67.31244471445619,17.7722,17.7722,0.5682399863313943,0.36684833276264356,0.3920222894587374,9.574006763709999,7.29984890149764,7.584118624300858,11.58668473152423,11.242434856823206,1.4887718509792842,1.4290837720702936,1.376225965455736,0.42277290691193337,0.4512317960934335
72,0,0,Robin Rigg,UK,174.0,3.0,90.0,472,0.0284,98.0,13.0,100,58,10.62,2.4,9.41443998431483,2.5,58,12.0,35.513284804735,13.38,0.54,Uk wind farms sheet,54°45′0″N 3°43′12″W,2.038649559020996,10.570114419758012,10.554657522451242,54.75,-3.72,54.753001724137945,-3.713075862068966,10.071244099449451,9.553099999999999,9.553099999999999,0.5165892605522348,0.27647910045318613,0.4006740108492458,9.414439984314832,6.7797634338000545,8.142527126215333,11.381372314032069,11.8730093529738,1.4716727230054132,1.52248315361379,1.3902454777530693,0.3753496336619026,0.4435775461178959
